CVE-2025-61593,Cursor CLI Agent: Sensitive File Overwrite Bypass,"Cursor is a code editor built for programming with AI. In versions 1.7 and below, a vulnerability in the way Cursor CLI Agent protects its sensitive files (i.e. */.cursor/cli.json) allows attackers to modify the content of the files through prompt injection, thus achieving remote code execution. A prompt injection can lead to full RCE through modifying sensitive files on case-insensitive filesystems. This issue is fixed in a commit, 25b418f, but has yet to be released as of October 3, 2025.",8.8,HIGH,CVSS 3.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9,"Oct. 3, 2025, 6:15 p.m.","Oct. 9, 2025, 5:30 p.m.",Yes !,[email protected],[email protected],Injection,Anysphere,cursor,Network,Low,None,Required,Unchanged,High,High,High,https://cvefeed.io/vuln/detail/CVE-2025-61593
CVE-2025-44008,Qsync Central,"A NULL pointer dereference vulnerability has been reported to affect Qsync Central. If a remote attacker gains a user account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following version:
Qsync Central 5.0.0.1 ( 2025/07/09 ) and later",6.5,MEDIUM,CVSS 3.1,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:50 p.m.",Yes !,[email protected],[email protected],Denial of Service,Qnap,qsync_central,Network,Low,Low,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-44008
CVE-2025-44009,Qsync Central,"A NULL pointer dereference vulnerability has been reported to affect Qsync Central. If a remote attacker gains a user account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following version:
Qsync Central 5.0.0.1 ( 2025/07/09 ) and later",6.5,MEDIUM,CVSS 3.1,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:50 p.m.",Yes !,[email protected],[email protected],Memory Corruption,Qnap,qsync_central,Network,Low,Low,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-44009
CVE-2025-44010,Qsync Central,"A NULL pointer dereference vulnerability has been reported to affect Qsync Central. If a remote attacker gains a user account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following version:
Qsync Central 5.0.0.1 ( 2025/07/09 ) and later",6.5,MEDIUM,CVSS 3.1,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:50 p.m.",Yes !,[email protected],[email protected],Memory Corruption,Qnap,qsync_central,Network,Low,Low,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-44010
CVE-2025-44011,Qsync Central,"A NULL pointer dereference vulnerability has been reported to affect Qsync Central. If a remote attacker gains a user account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following version:
Qsync Central 5.0.0.1 ( 2025/07/09 ) and later",6.5,MEDIUM,CVSS 3.1,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:50 p.m.",Yes !,[email protected],[email protected],Denial of Service,Qnap,qsync_central,Network,Low,Low,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-44011
CVE-2025-44012,Qsync Central,"An allocation of resources without limits or throttling vulnerability has been reported to affect Qsync Central. If a remote attacker gains a user account, they can then exploit the vulnerability to prevent other systems, applications, or processes from accessing the same type of resource.

We have already fixed the vulnerability in the following version:
Qsync Central 5.0.0.2 ( 2025/07/31 ) and later",7.1,HIGH,CVSS 4.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:54 p.m.",Yes !,[email protected],[email protected],Denial of Service,Qnap,qsync_central,Network,Low,Low,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-44012
CVE-2025-44014,Qsync Central,"An out-of-bounds write vulnerability has been reported to affect Qsync Central. If a remote attacker gains a user account, they can then exploit the vulnerability to modify or corrupt memory.

We have already fixed the vulnerability in the following version:
Qsync Central 5.0.0.1 ( 2025/07/09 ) and later",8.8,HIGH,CVSS 3.1,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:54 p.m.",Yes !,[email protected],[email protected],Memory Corruption,Qnap,qsync_central,Network,Low,Low,None,Unchanged,High,High,High,https://cvefeed.io/vuln/detail/CVE-2025-44014
CVE-2025-46818,Redis: Authenticated users can execute LUA scripts as a different user,"The following products are affected byCVE-2025-46818vulnerability.
                                            Even ifcvefeed.iois aware of the exact versions of the
                                            products
                                            that
                                            are
                                            affected, the information is not represented in the table below.",7.3,HIGH,CVSS 3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,1.3,5.9,"Oct. 3, 2025, 7:15 p.m.","Oct. 10, 2025, 4:30 p.m.",No,[email protected],[email protected],Authentication,Redis,redis,Local,Low,Low,Required,Unchanged,High,High,High,https://cvefeed.io/vuln/detail/CVE-2025-46818
CVE-2025-46819,Redis is vulnerable to DoS via specially crafted LUA scripts,"The following products are affected byCVE-2025-46819vulnerability.
                                            Even ifcvefeed.iois aware of the exact versions of the
                                            products
                                            that
                                            are
                                            affected, the information is not represented in the table below.",7.1,HIGH,CVSS 3.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,1.8,5.2,"Oct. 3, 2025, 7:15 p.m.","Oct. 10, 2025, 4:31 p.m.",No,[email protected],[email protected],Denial of Service,Redis,redis,Local,Low,Low,None,Unchanged,High,None,High,https://cvefeed.io/vuln/detail/CVE-2025-46819
CVE-2025-47210,Qsync Central,"A NULL pointer dereference vulnerability has been reported to affect Qsync Central. If a remote attacker gains a user account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following version:
Qsync Central 5.0.0.2 ( 2025/07/31 ) and later",6.5,MEDIUM,CVSS 3.1,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:47 p.m.",Yes !,[email protected],[email protected],Denial of Service,Qnap,qsync_central,Network,Low,Low,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-47210
CVE-2025-47211,"QTS, QuTS hero","A path traversal vulnerability has been reported to affect several QNAP operating system versions. If a remote attacker gains an administrator account, they can then exploit the vulnerability to read the contents of unexpected files or system data.

We have already fixed the vulnerability in the following versions:
QTS 5.2.6.3195 build 20250715 and later
QuTS hero h5.2.6.3195 build 20250715 and later",6.9,MEDIUM,CVSS 4.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:54 p.m.",Yes !,[email protected],[email protected],Path Traversal,Qnap; Qnap,quts_hero; qts,Network,Low,High,None,Unchanged,High,None,None,https://cvefeed.io/vuln/detail/CVE-2025-47211
CVE-2025-47212,"QTS, QuTS hero","A command injection vulnerability has been reported to affect several QNAP operating system versions. If a remote attacker gains an administrator account, they can then exploit the vulnerability to execute arbitrary commands.

We have already fixed the vulnerability in the following versions:
QTS 5.2.6.3195 build 20250715 and later
QuTS hero h5.2.6.3195 build 20250715 and later",7.2,HIGH,CVSS 3.1,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:53 p.m.",Yes !,[email protected],[email protected],Injection,Qnap; Qnap,quts_hero; qts,Network,Low,High,None,Unchanged,High,High,High,https://cvefeed.io/vuln/detail/CVE-2025-47212
CVE-2025-47213,"QTS, QuTS hero","A NULL pointer dereference vulnerability has been reported to affect several QNAP operating system versions. If a remote attacker gains an administrator account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following versions:
QTS 5.2.6.3195 build 20250715 and later
QuTS hero h5.2.6.3195 build 20250715 and later",5.1,MEDIUM,CVSS 4.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:47 p.m.",Yes !,[email protected],[email protected],Denial of Service,Qnap; Qnap,quts_hero; qts,Network,Low,High,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-47213
CVE-2025-47214,QTS,"A NULL pointer dereference vulnerability has been reported to affect several QNAP operating system versions. If a remote attacker gains an administrator account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following versions:
QTS 5.2.6.3195 build 20250715 and later
  and later",5.1,MEDIUM,CVSS 4.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:46 p.m.",Yes !,[email protected],[email protected],Denial of Service,Qnap; Qnap,quts_hero; qts,Network,Low,High,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-47214
CVE-2025-48726,"QTS, QuTS hero","A NULL pointer dereference vulnerability has been reported to affect several QNAP operating system versions. If a remote attacker gains an administrator account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following versions:
QTS 5.2.6.3195 build 20250715 and later
QuTS hero h5.2.6.3195 build 20250715 and later",5.1,MEDIUM,CVSS 4.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:46 p.m.",Yes !,[email protected],[email protected],Denial of Service,Qnap; Qnap,quts_hero; qts,Network,Low,High,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-48726
CVE-2025-48727,"QTS, QuTS hero","A NULL pointer dereference vulnerability has been reported to affect several QNAP operating system versions. If a remote attacker gains an administrator account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following versions:
QTS 5.2.6.3195 build 20250715 and later
QuTS hero h5.2.6.3195 build 20250715 and later",5.1,MEDIUM,CVSS 4.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:45 p.m.",Yes !,[email protected],[email protected],Denial of Service,Qnap; Qnap,quts_hero; qts,Network,Low,High,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-48727
CVE-2025-48728,"QTS, QuTS hero","A NULL pointer dereference vulnerability has been reported to affect several QNAP operating system versions. If a remote attacker gains an administrator account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following versions:
QTS 5.2.6.3195 build 20250715 and later
QuTS hero h5.2.6.3195 build 20250715 and later",5.1,MEDIUM,CVSS 4.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:45 p.m.",Yes !,[email protected],[email protected],Denial of Service,Qnap; Qnap,quts_hero; qts,Network,Low,High,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-48728
CVE-2025-48729,"QTS, QuTS hero","A NULL pointer dereference vulnerability has been reported to affect several QNAP operating system versions. If a remote attacker gains an administrator account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following versions:
QTS 5.2.6.3195 build 20250715 and later
QuTS hero h5.2.6.3195 build 20250715 and later",5.1,MEDIUM,CVSS 4.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:45 p.m.",Yes !,[email protected],[email protected],Denial of Service,Qnap; Qnap,quts_hero; qts,Network,Low,High,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-48729
CVE-2025-48730,"QTS, QuTS hero","A use of externally-controlled format string vulnerability has been reported to affect several QNAP operating system versions. If a remote attacker gains an administrator account, they can then exploit the vulnerability to obtain secret data or modify memory.

We have already fixed the vulnerability in the following versions:
QTS 5.2.6.3195 build 20250715 and later
QuTS hero h5.2.6.3195 build 20250715 and later",6.5,MEDIUM,CVSS 3.1,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:53 p.m.",Yes !,[email protected],[email protected],Injection,Qnap; Qnap,quts_hero; qts,Network,Low,High,None,Unchanged,High,High,None,https://cvefeed.io/vuln/detail/CVE-2025-48730
CVE-2025-52424,"QTS, QuTS hero","A NULL pointer dereference vulnerability has been reported to affect several QNAP operating system versions. If a remote attacker gains an administrator account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following versions:
QTS 5.2.6.3195 build 20250715 and later
QuTS hero h5.2.6.3195 build 20250715 and later",5.1,MEDIUM,CVSS 4.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:37 p.m.",Yes !,[email protected],[email protected],Denial of Service,Qnap; Qnap,quts_hero; qts,Network,Low,High,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-52424
CVE-2025-52427,"QTS, QuTS hero","A NULL pointer dereference vulnerability has been reported to affect several QNAP operating system versions. If a remote attacker gains an administrator account, they can then exploit the vulnerability to launch a denial-of-service (DoS) attack.

We have already fixed the vulnerability in the following versions:
QTS 5.2.6.3195 build 20250715 and later
QuTS hero h5.2.6.3195 build 20250715 and later",5.1,MEDIUM,CVSS 4.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,,,"Oct. 3, 2025, 7:15 p.m.","Oct. 8, 2025, 7:40 p.m.",Yes !,[email protected],[email protected],Denial of Service,Qnap; Qnap,quts_hero; qts,Network,Low,High,None,Unchanged,None,None,High,https://cvefeed.io/vuln/detail/CVE-2025-52427
