id,title,published,last_modified,cvss_score,severity,cvss_version,url,source_identifier,status
CVE-2025-9059,CVE-2025-9059 - Elevation of Privileges Vulnerability in IT Management Suite,2025-09-11T06:15:39.183000Z,2025-09-11T17:14:10.147000Z,8.8,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-9059,secure@symantec.com,Awaiting Analysis
CVE-2025-9034,CVE-2025-9034 - Wp Edit Password Protected < 1.3.5 - Open Redirect,2025-09-11T06:15:39.013000Z,2025-09-11T17:14:10.147000Z,6.1,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9034,contact@wpscan.com,Awaiting Analysis
CVE-2025-10247,CVE-2025-10247 - JEPaaS Filter doFilterInternal access control,2025-09-11T06:15:36.860000Z,2025-09-11T17:14:10.147000Z,6.5,MEDIUM,CVSS 2.0,https://cvefeed.io/vuln/detail/CVE-2025-10247,cna@vuldb.com,Awaiting Analysis
CVE-2025-9910,CVE-2025-9910 - Jsondiffpatch XSS Injection,2025-09-11T05:15:34.137000Z,2025-09-11T17:14:10.147000Z,4.7,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9910,report@snyk.io,Awaiting Analysis
CVE-2025-9776,CVE-2025-9776 - CatFolders – Tame Your WordPress Media Library by Category <= 2.5.2 - Authenticated (Author+) SQL Injection via CSV Import,2025-09-11T05:15:33.943000Z,2025-09-11T17:14:10.147000Z,6.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9776,security@wordfence.com,Awaiting Analysis
CVE-2025-10246,CVE-2025-10246 - lokibhardwaj PHP-Code-For-Unlimited-File-Upload f.php cross site scripting,2025-09-11T05:15:33.420000Z,2025-09-11T17:14:10.147000Z,5.1,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10246,cna@vuldb.com,Awaiting Analysis
CVE-2025-10245,CVE-2025-10245 - Display Painéis TGA Galeria rename path traversal,2025-09-11T02:15:29.710000Z,2025-09-11T17:14:10.147000Z,4.8,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10245,cna@vuldb.com,Awaiting Analysis
CVE-2025-10236,CVE-2025-10236 - binary-husky gpt_academic LaTeX File latex_toolbox.py merge_tex_files_ path traversal,2025-09-11T02:15:29.353000Z,2025-09-11T17:14:10.147000Z,5.3,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10236,cna@vuldb.com,Awaiting Analysis
CVE-2025-6088,CVE-2025-6088 - Improper Authorization in danny-avila/librechat,2025-09-11T01:15:34.200000Z,2025-09-11T17:14:10.147000Z,4.2,MEDIUM,CVSS 3.0,https://cvefeed.io/vuln/detail/CVE-2025-6088,security@huntr.dev,Awaiting Analysis
CVE-2025-10235,CVE-2025-10235 - Scada-LTS Reports reports.shtm cross site scripting,2025-09-11T01:15:33.027000Z,2025-10-02T20:18:25.550000Z,4.8,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10235,cna@vuldb.com,Analyzed
CVE-2025-10234,CVE-2025-10234 - Scada-LTS Data Point Edit data_point_edit.shtm cross site scripting,2025-09-11T00:15:33.303000Z,2025-10-02T20:19:10.580000Z,4.8,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10234,cna@vuldb.com,Analyzed
CVE-2025-10233,CVE-2025-10233 - kalcaddle kodbox editor.class.php fileSave path traversal,2025-09-10T23:15:33.830000Z,2025-09-12T15:34:55.973000Z,6.5,MEDIUM,CVSS 2.0,https://cvefeed.io/vuln/detail/CVE-2025-10233,cna@vuldb.com,Analyzed
CVE-2025-10232,CVE-2025-10232 - 299ko FileManagerAPIController.php delete path traversal,2025-09-10T23:15:33.310000Z,2025-09-11T17:14:10.147000Z,5.5,MEDIUM,CVSS 2.0,https://cvefeed.io/vuln/detail/CVE-2025-10232,cna@vuldb.com,Awaiting Analysis
CVE-2025-10229,CVE-2025-10229 - Freshwork logout redirect,2025-09-10T22:15:34.740000Z,2025-09-11T17:14:10.147000Z,5.3,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10229,cna@vuldb.com,Awaiting Analysis
CVE-2025-10218,CVE-2025-10218 - lostvip-com ruoyi-go Background Management SysRoleDao.go SelectListPage sql injection,2025-09-10T22:15:33.517000Z,2025-09-11T17:14:10.147000Z,6.5,MEDIUM,CVSS 2.0,https://cvefeed.io/vuln/detail/CVE-2025-10218,cna@vuldb.com,Awaiting Analysis
CVE-2025-59052,CVE-2025-59052 - Angular SSR: Global Platform Injector Race Condition Leads to Cross-Request Data Leakage,2025-09-10T21:15:37.283000Z,2025-09-11T17:14:10.147000Z,7.1,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-59052,security-advisories@github.com,Awaiting Analysis
CVE-2025-10216,CVE-2025-10216 - GrandNode Voucher ConfirmOrder race condition,2025-09-10T21:15:34.533000Z,2025-09-11T17:14:10.147000Z,2.6,LOW,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-10216,cna@vuldb.com,Awaiting Analysis
CVE-2025-54376,CVE-2025-54376 - Hoverfly's WebSocket endpoint `/api/v2/ws/logs` reachable without authentication even when --auth is enabled.,2025-09-10T20:15:35.077000Z,2025-09-24T14:18:24.587000Z,8.8,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-54376,security-advisories@github.com,Analyzed
CVE-2025-43783,CVE-2025-43783 - Liferay Portal Liferay DXP Cross-Site Scripting (XSS),2025-09-10T20:15:33.977000Z,2025-09-11T17:14:10.147000Z,5.1,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-43783,security@liferay.com,Awaiting Analysis
CVE-2025-10211,CVE-2025-10211 - yanyutao0402 ChanCMS getArticle CollectController server-side request forgery,2025-09-10T20:15:33.413000Z,2025-09-15T14:53:01.553000Z,6.5,MEDIUM,CVSS 2.0,https://cvefeed.io/vuln/detail/CVE-2025-10211,cna@vuldb.com,Analyzed
CVE-2024-47120,CVE-2024-47120 - IBM Security Verify Information Queue code execution,2025-09-10T20:15:32.363000Z,2025-09-18T20:50:25.933000Z,6.8,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2024-47120,psirt@us.ibm.com,Analyzed
CVE-2024-45671,CVE-2024-45671 - IBM Security Verify Information Queue information disclosure,2025-09-10T20:15:32.153000Z,2025-09-17T21:08:24.490000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2024-45671,psirt@us.ibm.com,Analyzed
CVE-2024-45669,CVE-2024-45669 - IBM Security Verify Information Queue denial of service,2025-09-10T20:15:31.903000Z,2025-09-17T21:08:47.960000Z,6.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2024-45669,psirt@us.ibm.com,Analyzed
CVE-2025-9714,CVE-2025-9714 - Stack overflow in libxml2,2025-09-10T19:15:42.707000Z,2025-09-17T21:13:10.787000Z,6.2,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9714,security@ubuntu.com,Analyzed
CVE-2025-59049,CVE-2025-59049 - Mockoon has a Path Traversal and LFI in the static file serving endpoint,2025-09-10T19:15:42.500000Z,2025-09-11T17:14:10.147000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-59049,security-advisories@github.com,Awaiting Analysis
CVE-2025-54123,CVE-2025-54123 - Hoverfly vulnerable to remote code execution at `/api/v2/hoverfly/middleware` endpoint due to insecure middleware implementation,2025-09-10T19:15:41.803000Z,2025-09-17T21:17:53.460000Z,9.8,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-54123,security-advisories@github.com,Analyzed
CVE-2025-43784,CVE-2025-43784 - Liferay Portal Unauthenticated API Builder Access Control Bypass,2025-09-10T19:15:41.320000Z,2025-09-11T17:14:10.147000Z,6.2,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-43784,security@liferay.com,Awaiting Analysis
CVE-2025-10210,CVE-2025-10210 - yanyutao0402 ChanCMS Api.js search sql injection,2025-09-10T19:15:40.740000Z,2025-09-15T14:53:19.130000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-10210,cna@vuldb.com,Analyzed
CVE-2025-10209,CVE-2025-10209 - Papermerge DMS Authorization Token improper authorization,2025-09-10T19:15:40.493000Z,2025-09-11T17:14:10.147000Z,5.5,MEDIUM,CVSS 2.0,https://cvefeed.io/vuln/detail/CVE-2025-10209,cna@vuldb.com,Awaiting Analysis
CVE-2025-10201,CVE-2025-10201 - Google Chrome Mojo Site Isolation Bypass,2025-09-10T19:15:40.363000Z,2025-09-22T16:51:08.873000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-10201,chrome-cve-admin@google.com,Analyzed
CVE-2025-10200,CVE-2025-10200 - Google Chrome Serviceworker Use-After-Free Vulnerability,2025-09-10T19:15:40.157000Z,2025-09-22T16:50:42.040000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-10200,chrome-cve-admin@google.com,Analyzed
CVE-2025-8696,CVE-2025-8696 - DoS attack against the Stork UI from an unauthenticated user,2025-09-10T18:15:34.817000Z,2025-09-11T17:14:10.147000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-8696,security-officer@isc.org,Awaiting Analysis
CVE-2025-57392,CVE-2025-57392 - BenimPOS Masaustu File Permission Escalation,2025-09-10T18:15:34.120000Z,2025-09-17T21:22:34.947000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-57392,cve@mitre.org,Analyzed
CVE-2025-55976,CVE-2025-55976 - Intelbras IWR 3000N Information Disclosure,2025-09-10T18:15:33.960000Z,2025-09-11T17:14:10.147000Z,8.4,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-55976,cve@mitre.org,Awaiting Analysis
CVE-2025-50892,CVE-2025-50892 - EaseUs Todo Backup Privilege Escalation and Information Disclosure Vulnerability,2025-09-10T18:15:33.230000Z,2025-09-11T17:14:10.147000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-50892,cve@mitre.org,Awaiting Analysis
CVE-2025-57642,CVE-2025-57642 - Tourism Management System Shell Upload Remote Code Execution,2025-09-10T17:15:33.700000Z,2025-09-22T16:15:45.493000Z,7.2,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-57642,cve@mitre.org,Awaiting Analysis
CVE-2025-57520,CVE-2025-57520 - Decap CMS Cross Site Scripting (XSS) Vulnerability,2025-09-10T17:15:33.537000Z,2025-09-16T17:35:50.310000Z,6.1,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-57520,cve@mitre.org,Analyzed
CVE-2025-43785,CVE-2025-43785 - Liferay Portal Liferay DXP Stored Cross-Site Scripting Vulnerability,2025-09-10T17:15:32.303000Z,2025-09-11T17:14:10.147000Z,4.6,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-43785,security@liferay.com,Awaiting Analysis
CVE-2025-8681,CVE-2025-8681 - Pega Platform versions 7.1.0 to Infinity 24.2.2 are affected by a Stored XSS issue in a user interface component,2025-09-10T16:15:42.130000Z,2025-09-11T17:14:10.147000Z,5.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-8681,security@pega.com,Awaiting Analysis
CVE-2025-59045,CVE-2025-59045 - Stalwart vulnerable to Memory Exhaustion via CalDAV Event Expansion,2025-09-10T16:15:41.737000Z,2025-09-11T17:14:10.147000Z,7.1,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-59045,security-advisories@github.com,Awaiting Analysis
CVE-2025-59041,CVE-2025-59041 - Claude Code vulnerable to arbitrary code execution caused by maliciously configured git email,2025-09-10T16:15:41.503000Z,2025-09-11T17:14:10.147000Z,8.7,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-59041,security-advisories@github.com,Awaiting Analysis
CVE-2025-59035,CVE-2025-59035 - Indico vulnerable to Cross-Site Scripting via LaTeX math code,2025-09-10T16:15:41.323000Z,2025-09-17T21:23:56.843000Z,5.4,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-59035,security-advisories@github.com,Analyzed
CVE-2025-59034,CVE-2025-59034 - Indico may disclose unauthorized user details access via legacy API,2025-09-10T16:15:41.130000Z,2025-09-17T21:31:06.693000Z,4.3,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-59034,security-advisories@github.com,Analyzed
CVE-2025-58764,CVE-2025-58764 - Claude Code rg command had Command Injection that allowed bypass of user approval prompt for command execution,2025-09-10T16:15:40.940000Z,2025-09-11T17:14:10.147000Z,8.7,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-58764,security-advisories@github.com,Awaiting Analysis
CVE-2025-57573,CVE-2025-57573 - Tenda F3 Buffer Overflow Vulnerability,2025-09-10T16:15:39.973000Z,2025-09-17T20:58:07.797000Z,5.6,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-57573,cve@mitre.org,Analyzed
CVE-2025-57572,CVE-2025-57572 - Tenda Router Buffer Overflow Vulnerability,2025-09-10T16:15:39.810000Z,2025-09-17T20:58:33.297000Z,5.6,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-57572,cve@mitre.org,Analyzed
CVE-2025-57571,CVE-2025-57571 - Tenda Router Buffer Overflow Vulnerability,2025-09-10T16:15:39.653000Z,2025-09-17T20:58:45.243000Z,5.6,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-57571,cve@mitre.org,Analyzed
CVE-2025-57570,CVE-2025-57570 - Tenda F3 Buffer Overflow Vulnerability,2025-09-10T16:15:39.500000Z,2025-09-17T20:59:57.910000Z,5.6,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-57570,cve@mitre.org,Analyzed
CVE-2025-57569,CVE-2025-57569 - Tenda F3 Buffer Overflow Vulnerability,2025-09-10T16:15:39.293000Z,2025-09-17T21:01:39.773000Z,5.6,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-57569,cve@mitre.org,Analyzed
CVE-2025-43938,CVE-2025-43938 - Dell PowerProtect Data Manager Plaintext Storage of a Password Vulnerability,2025-09-10T16:15:38.050000Z,2025-09-11T17:14:10.147000Z,5.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-43938,security_alert@emc.com,Awaiting Analysis
CVE-2025-43888,CVE-2025-43888 - Dell PowerProtect Data Manager Hyper-V Log Injection Vulnerability,2025-09-10T16:15:37.773000Z,2025-09-11T17:14:10.147000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-43888,security_alert@emc.com,Awaiting Analysis
CVE-2025-43887,CVE-2025-43887 - Dell PowerProtect Data Manager Hyper-V Incorrect Default Permissions Elevation of Privileges,2025-09-10T16:15:37.590000Z,2025-09-11T17:14:10.147000Z,7.0,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-43887,security_alert@emc.com,Awaiting Analysis
CVE-2025-43886,CVE-2025-43886 - Dell PowerProtect Data Manager Hyper-V Path Traversal,2025-09-10T16:15:37.410000Z,2025-09-11T17:14:10.147000Z,4.4,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-43886,security_alert@emc.com,Awaiting Analysis
CVE-2025-43885,CVE-2025-43885 - Dell PowerProtect Data Manager OS Command Injection,2025-09-10T16:15:37.230000Z,2025-09-11T17:14:10.147000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-43885,security_alert@emc.com,Awaiting Analysis
CVE-2025-43884,CVE-2025-43884 - Dell PowerProtect Data Manager OS Command Injection,2025-09-10T16:15:37.050000Z,2025-09-17T20:20:39.270000Z,8.2,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-43884,security_alert@emc.com,Analyzed
CVE-2025-43725,CVE-2025-43725 - Dell PowerProtect Data Manager Generic Application Agent Default Permissions Vulnerability,2025-09-10T16:15:36.730000Z,2025-09-11T17:14:10.147000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-43725,security_alert@emc.com,Awaiting Analysis
CVE-2025-29592,CVE-2025-29592 - Apache Oasys Directory Traversal Vulnerability,2025-09-10T16:15:36.553000Z,2025-09-22T18:44:33.763000Z,5.6,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-29592,cve@mitre.org,Analyzed
CVE-2025-20340,CVE-2025-20340 - Cisco IOS XR Address Resolution Protocol Broadcast Storm Vulnerability,2025-09-10T16:15:36.340000Z,2025-09-11T17:14:10.147000Z,7.4,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-20340,psirt@cisco.com,Awaiting Analysis
CVE-2025-20248,CVE-2025-20248 - Cisco IOS XR Software Image Verification Bypass Vulnerability,2025-09-10T16:15:36.117000Z,2025-09-11T17:14:10.147000Z,6.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-20248,psirt@cisco.com,Awaiting Analysis
CVE-2025-20159,CVE-2025-20159 - Cisco IOS XR Software Management Interface ACL Bypass Vulnerability,2025-09-10T16:15:35.880000Z,2025-09-11T17:14:10.147000Z,5.3,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-20159,psirt@cisco.com,Awaiting Analysis
CVE-2025-56578,CVE-2025-56578 - RTSPtoWeb Remote Code Execution and Information Disclosure,2025-09-10T15:15:37.290000Z,2025-09-11T17:14:10.147000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-56578,cve@mitre.org,Awaiting Analysis
CVE-2025-56466,CVE-2025-56466 - Dietly Android Hardcoded Credentials Vulnerability,2025-09-10T15:15:37.143000Z,2025-10-06T17:13:37.450000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-56466,cve@mitre.org,Analyzed
CVE-2025-56413,CVE-2025-56413 - 1panel SSH Command Injection Vulnerability,2025-09-10T14:15:39.940000Z,2025-09-17T20:28:53.573000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-56413,cve@mitre.org,Analyzed
CVE-2025-56407,CVE-2025-56407 - HuangDou UTCMS SQL Injection,2025-09-10T14:15:39.787000Z,2025-10-06T17:16:11.120000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-56407,cve@mitre.org,Analyzed
CVE-2025-56406,CVE-2025-56406 - MCP-Neo4j SSRF/Command Injection Vulnerability,2025-09-10T14:15:39.567000Z,2025-09-16T13:16:11.347000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-56406,cve@mitre.org,Awaiting Analysis
CVE-2025-56405,CVE-2025-56405 - Litmus Automation Litmus-MCP-Server Unauthenticated Remote Command Execution Vulnerability,2025-09-10T14:15:39.413000Z,2025-09-17T20:31:22.920000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-56405,cve@mitre.org,Analyzed
CVE-2025-56404,CVE-2025-56404 - MariaDB SSE Unauthenticated Information Disclosure Vulnerability,2025-09-10T14:15:39.237000Z,2025-09-17T20:32:54.887000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-56404,cve@mitre.org,Analyzed
CVE-2025-10231,CVE-2025-10231 - N-central Incorrect Default Permissions could lead to Privilege Escalation,2025-09-10T14:15:35.717000Z,2025-09-22T18:25:11.643000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-10231,a5532a13-c4dd-4202-bef1-e0b8f2f8d12b,Analyzed
CVE-2025-7718,CVE-2025-7718 - Resideo Plugin for Resideo - Real Estate WordPress Theme <= 2.5.4 - Authenticated (Subscriber+) Insecure Direct Object Reference to Privilege Escalation via Account Takeover,2025-09-10T13:15:37.040000Z,2025-09-11T17:14:10.147000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-7718,security@wordfence.com,Awaiting Analysis
CVE-2025-10227,CVE-2025-10227 - Lack of Encryption in Object Archive in AxxonSoft Axxon One (C-Werk) before 2.0.8,2025-09-10T13:15:36.823000Z,2025-10-08T12:15:35.903000Z,5.1,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10227,15ede60e-6fda-426e-be9c-e788f151a377,Awaiting Analysis
CVE-2025-10226,CVE-2025-10226 - PostgreSQL Upgrade from v10 to v17.4 in AxxonSoft Axxon One (C-Werk) 2.0.8 and earlier to Address Multiple Vulnerabilities,2025-09-10T13:15:36.650000Z,2025-10-08T12:15:35.727000Z,9.8,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-10226,15ede60e-6fda-426e-be9c-e788f151a377,Awaiting Analysis
CVE-2025-10225,CVE-2025-10225 - Incorrect Memory Allocation in OpenSSL-Based Session Module in AxxonSoft Axxon One (C-Werk),2025-09-10T13:15:36.430000Z,2025-10-08T12:15:35.553000Z,8.7,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10225,15ede60e-6fda-426e-be9c-e788f151a377,Modified
CVE-2025-10224,CVE-2025-10224 - Incorrect Evaluation of LDAP Nested Groups during Login in AxxonSoft Axxon One (C-Werk),2025-09-10T13:15:36.220000Z,2025-10-08T12:15:35.323000Z,7.1,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-10224,15ede60e-6fda-426e-be9c-e788f151a377,Modified
CVE-2025-10223,CVE-2025-10223 - Improper Session Cleanup on Role Removal in Web Admin Panel in AxxonSoft Axxon One (C-Werk),2025-09-10T13:15:36.003000Z,2025-10-08T12:15:35.013000Z,8.1,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-10223,15ede60e-6fda-426e-be9c-e788f151a377,Modified
CVE-2025-10222,CVE-2025-10222 - Sensitive Information Disclosure in Diagnostic Dumps in AxxonSoft Axxon One VMS,2025-09-10T13:15:35.793000Z,2025-10-08T12:15:34.840000Z,4.8,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10222,15ede60e-6fda-426e-be9c-e788f151a377,Modified
CVE-2025-10221,CVE-2025-10221 - Hardcoded Password Exposure in AxxonNet (C-WerkNet) ARP Agent Logs,2025-09-10T13:15:35.590000Z,2025-10-08T12:15:34.677000Z,6.7,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10221,15ede60e-6fda-426e-be9c-e788f151a377,Awaiting Analysis
CVE-2025-10220,CVE-2025-10220 - Outdated Third-Party NuGet Packages in AxxonSoft Axxon One VMS 2.0.0 through 2.0.4,2025-09-10T13:15:35.350000Z,2025-09-11T17:14:10.147000Z,9.8,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-10220,15ede60e-6fda-426e-be9c-e788f151a377,Awaiting Analysis
CVE-2025-10219,CVE-2025-10219 - Rejected reason: This CVE ID has been rejected or ,2025-09-10T13:15:35.233000Z,2025-09-10T13:15:35.233000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-10219,15ede60e-6fda-426e-be9c-e788f151a377,Rejected
CVE-2025-40979,CVE-2025-40979 - DLL search order hijack in Wave by Grandstream Networks,2025-09-10T12:15:33.227000Z,2025-09-11T17:14:10.147000Z,7.0,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-40979,cve-coordination@incibe.es,Awaiting Analysis
CVE-2025-40725,CVE-2025-40725 - Reflected Cross-Site Scripting (XSS) in Azon Dominator,2025-09-10T12:15:33.043000Z,2025-09-11T17:14:10.147000Z,5.1,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-40725,cve-coordination@incibe.es,Awaiting Analysis
