cve_id,title,description,published_date,last_modified,remotely_exploit,source,category,affected_products,cvss_scores,url
CVE-2010-0228,Verbatim Secure USB Proximity Key Disclosure,"The following products are affected byCVE-2010-0228vulnerability.
                                            Even ifcvefeed.iois aware of the exact versions of the
                                            products
                                            that
                                            are
                                            affected, the information is not represented in the table below.","Jan. 7, 2010, 7:30 p.m.","April 9, 2025, 12:30 a.m.",No,cve@mitre.org,,"[{""id"": ""1"", ""vendor"": ""Verbatim"", ""product"": ""corporate_secure""}]","[{""score"": ""4.6"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:L/AC:L/Au:N/C:P/I:P/A:P"", ""exploitability_score"": ""3.9"", ""impact_score"": ""6.4"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0228
CVE-2010-0229,Verbatim Corporate Secure USB Replay Attack,"The following products are affected byCVE-2010-0229vulnerability.
                                            Even ifcvefeed.iois aware of the exact versions of the
                                            products
                                            that
                                            are
                                            affected, the information is not represented in the table below.","Jan. 7, 2010, 7:30 p.m.","April 9, 2025, 12:30 a.m.",No,cve@mitre.org,,"[{""id"": ""1"", ""vendor"": ""Verbatim"", ""product"": ""corporate_secure""}]","[{""score"": ""4.6"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:L/AC:L/Au:N/C:P/I:P/A:P"", ""exploitability_score"": ""3.9"", ""impact_score"": ""6.4"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0229
CVE-2010-0012,Transmission Dot Dot Directory Traversal,"Directory traversal vulnerability in libtransmission/metainfo.c in Transmission 1.22, 1.34, 1.75, and 1.76 allows remote attackers to overwrite arbitrary files via a .. (dot dot) in a pathname within a .torrent file.","Jan. 8, 2010, 5:30 p.m.","April 9, 2025, 12:30 a.m.",Yes !,secalert@redhat.com,,"[{""id"": ""1"", ""vendor"": ""Debian"", ""product"": ""debian_linux""}, {""id"": ""1"", ""vendor"": ""Opensuse"", ""product"": ""opensuse""}, {""id"": ""1"", ""vendor"": ""Transmissionbt"", ""product"": ""transmission""}]","[{""score"": ""6.8"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:N/AC:M/Au:N/C:P/I:P/A:P"", ""exploitability_score"": ""8.6"", ""impact_score"": ""6.4"", ""source"": ""nvd@nist.gov""}, {""score"": ""8.8"", ""version"": ""CVSS 3.1"", ""severity"": ""HIGH"", ""vector"": ""CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H"", ""exploitability_score"": ""2.8"", ""impact_score"": ""5.9"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0012
CVE-2010-0271,Sun OpenSolaris Physical Privilege Escalation,"The following products are affected byCVE-2010-0271vulnerability.
                                            Even ifcvefeed.iois aware of the exact versions of the
                                            products
                                            that
                                            are
                                            affected, the information is not represented in the table below.","Jan. 8, 2010, 5:30 p.m.","April 9, 2025, 12:30 a.m.",No,cve@mitre.org,,"[{""id"": ""1"", ""vendor"": ""Sun"", ""product"": ""opensolaris""}]","[{""score"": ""4.6"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:L/AC:L/Au:N/C:P/I:P/A:P"", ""exploitability_score"": ""3.9"", ""impact_score"": ""6.4"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0271
CVE-2010-0272,Oracle Sun Java System Web Server Heap Buffer Overwrite,"Heap-based buffer overflow in Sun Java System Web Server 7.0 Update 6 on Linux allows remote attackers to discover process memory locations via crafted data to TCP port 80, as demonstrated by the vd_sjws2 module in VulnDisco.  NOTE: as of 20100106, this disclosure has no actionable information. However, because the VulnDisco author is a reliable researcher, the issue is being assigned a CVE identifier for tracking purposes.","Jan. 8, 2010, 5:30 p.m.","April 9, 2025, 12:30 a.m.",Yes !,cve@mitre.org,,"[{""id"": ""1"", ""vendor"": ""Sun"", ""product"": ""java_system_web_server""}]","[{""score"": ""7.5"", ""version"": ""CVSS 2.0"", ""severity"": ""HIGH"", ""vector"": ""AV:N/AC:L/Au:N/C:P/I:P/A:P"", ""exploitability_score"": ""10"", ""impact_score"": ""6.4"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0272
CVE-2010-0273,Sun Java System Web Server Denial of Service/Remote Code Execution Vulnerability,"Unspecified vulnerability in Sun Java System Web Server 7.0 Update 6 on Linux allows remote attackers to execute arbitrary code by sending a process memory address and crafted data to TCP port 80, as demonstrated by the vd_sjws2 module in VulnDisco.  NOTE: as of 20100106, this disclosure has no actionable information. However, because the VulnDisco author is a reliable researcher, the issue is being assigned a CVE identifier for tracking purposes.","Jan. 8, 2010, 5:30 p.m.","April 9, 2025, 12:30 a.m.",Yes !,cve@mitre.org,,"[{""id"": ""1"", ""vendor"": ""Sun"", ""product"": ""java_system_web_server""}]","[{""score"": ""7.5"", ""version"": ""CVSS 2.0"", ""severity"": ""HIGH"", ""vector"": ""AV:N/AC:L/Au:N/C:P/I:P/A:P"", ""exploitability_score"": ""10"", ""impact_score"": ""6.4"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0273
CVE-2010-0013,"""Pidgin Adium MSN Directory Traversal""","Directory traversal vulnerability in slp.c in the MSN protocol plugin in libpurple in Pidgin 2.6.4 and Adium 1.3.8 allows remote attackers to read arbitrary files via a .. (dot dot) in an application/x-msnmsgrp2p MSN emoticon (aka custom smiley) request, a related issue to CVE-2004-0122.  NOTE: it could be argued that this is resultant from a vulnerability in which an emoticon download request is processed even without a preceding text/x-mms-emoticon message that announced availability of the emoticon.","Jan. 9, 2010, 6:30 p.m.","April 9, 2025, 12:30 a.m.",Yes !,secalert@redhat.com,,"[{""id"": ""1"", ""vendor"": ""Suse"", ""product"": ""linux_enterprise_server""}, {""id"": ""2"", ""vendor"": ""Suse"", ""product"": ""linux_enterprise""}, {""id"": ""1"", ""vendor"": ""Redhat"", ""product"": ""enterprise_linux""}, {""id"": ""1"", ""vendor"": ""Fedoraproject"", ""product"": ""fedora""}, {""id"": ""1"", ""vendor"": ""Opensuse"", ""product"": ""opensuse""}, {""id"": ""1"", ""vendor"": ""Pidgin"", ""product"": ""pidgin""}, {""id"": ""1"", ""vendor"": ""Adium"", ""product"": ""adium""}]","[{""score"": ""5"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:N/AC:L/Au:N/C:P/I:N/A:N"", ""exploitability_score"": ""10"", ""impact_score"": ""2.9"", ""source"": ""nvd@nist.gov""}, {""score"": ""7.5"", ""version"": ""CVSS 3.1"", ""severity"": ""HIGH"", ""vector"": ""CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N"", ""exploitability_score"": ""3.9"", ""impact_score"": ""3.6"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0013
CVE-2010-0274,IBM Lotus iNotes Unspecified Edit Contact Scene Vulnerability,"Unspecified vulnerability in the Edit Contact scene in Ultra-light Mode in IBM Lotus iNotes (aka Domino Web Access or DWA) before 229.241 for Domino 8.0.2 FP3 has unknown impact and attack vectors, aka SPR LSHR7TBLY5.","Jan. 9, 2010, 6:30 p.m.","April 9, 2025, 12:30 a.m.",Yes !,cve@mitre.org,,"[{""id"": ""1"", ""vendor"": ""Ibm"", ""product"": ""lotus_inotes""}, {""id"": ""2"", ""vendor"": ""Ibm"", ""product"": ""lotus_domino""}, {""id"": ""3"", ""vendor"": ""Ibm"", ""product"": ""lotus_domino_web_access""}]","[{""score"": ""10"", ""version"": ""CVSS 2.0"", ""severity"": ""HIGH"", ""vector"": ""AV:N/AC:L/Au:N/C:C/I:C/A:C"", ""exploitability_score"": ""10"", ""impact_score"": ""10"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0274
CVE-2010-0275,"""IBM Domino Web Access Script Command Injection Vulnerability""","The following products are affected byCVE-2010-0275vulnerability.
                                            Even ifcvefeed.iois aware of the exact versions of the
                                            products
                                            that
                                            are
                                            affected, the information is not represented in the table below.","Jan. 9, 2010, 6:30 p.m.","April 9, 2025, 12:30 a.m.",Yes !,cve@mitre.org,,"[{""id"": ""1"", ""vendor"": ""Ibm"", ""product"": ""lotus_inotes""}, {""id"": ""2"", ""vendor"": ""Ibm"", ""product"": ""lotus_domino""}, {""id"": ""3"", ""vendor"": ""Ibm"", ""product"": ""lotus_domino_web_access""}]","[{""score"": ""10"", ""version"": ""CVSS 2.0"", ""severity"": ""HIGH"", ""vector"": ""AV:N/AC:L/Au:N/C:C/I:C/A:C"", ""exploitability_score"": ""10"", ""impact_score"": ""10"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0275
CVE-2010-0276,IBM Lotus iNotes Navigation Vulnerability,"The following products are affected byCVE-2010-0276vulnerability.
                                            Even ifcvefeed.iois aware of the exact versions of the
                                            products
                                            that
                                            are
                                            affected, the information is not represented in the table below.","Jan. 9, 2010, 6:30 p.m.","April 9, 2025, 12:30 a.m.",Yes !,cve@mitre.org,,"[{""id"": ""1"", ""vendor"": ""Ibm"", ""product"": ""lotus_inotes""}, {""id"": ""2"", ""vendor"": ""Ibm"", ""product"": ""domino_web_access""}, {""id"": ""3"", ""vendor"": ""Ibm"", ""product"": ""lotus_domino""}, {""id"": ""4"", ""vendor"": ""Ibm"", ""product"": ""lotus_domino_web_access""}]","[{""score"": ""10"", ""version"": ""CVSS 2.0"", ""severity"": ""HIGH"", ""vector"": ""AV:N/AC:L/Au:N/C:C/I:C/A:C"", ""exploitability_score"": ""10"", ""impact_score"": ""10"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0276
CVE-2010-0277,"""CVE-2010-0026: Pidgin MSN protocol SLP.c Denial of Service""","slp.c in the MSN protocol plugin in libpurple in Pidgin before 2.6.6, including 2.6.4, and Adium 1.3.8 allows remote attackers to cause a denial of service (memory corruption and application crash) or possibly have unspecified other impact via a malformed MSNSLP INVITE request in an SLP message, a different issue than CVE-2010-0013.","Jan. 9, 2010, 6:30 p.m.","April 9, 2025, 12:30 a.m.",Yes !,cve@mitre.org,,"[{""id"": ""1"", ""vendor"": ""Pidgin"", ""product"": ""pidgin""}, {""id"": ""1"", ""vendor"": ""Adium"", ""product"": ""adium""}]","[{""score"": ""5"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:N/AC:L/Au:N/C:N/I:N/A:P"", ""exploitability_score"": ""10"", ""impact_score"": ""2.9"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0277
CVE-2010-0278,"""Microsoft Windows Live Messenger ActiveX Denial of Service Vulnerability""","The following products are affected byCVE-2010-0278vulnerability.
                                            Even ifcvefeed.iois aware of the exact versions of the
                                            products
                                            that
                                            are
                                            affected, the information is not represented in the table below.","Jan. 12, 2010, 5:30 p.m.","April 9, 2025, 12:30 a.m.",Yes !,cve@mitre.org,,"[{""id"": ""1"", ""vendor"": ""Microsoft"", ""product"": ""windows_7""}, {""id"": ""2"", ""vendor"": ""Microsoft"", ""product"": ""windows_vista""}, {""id"": ""3"", ""vendor"": ""Microsoft"", ""product"": ""windows_live_messenger""}]","[{""score"": ""4.3"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:N/AC:M/Au:N/C:N/I:N/A:P"", ""exploitability_score"": ""8.6"", ""impact_score"": ""2.9"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0278
CVE-2010-0066,Oracle Access Manager Identity Server Remote Authentication Bypass,Unspecified vulnerability in the Access Manager Identity Server component in Oracle Application Server 7.0.4.3 and 10.1.4.2 allows remote attackers to affect integrity via unknown vectors.,"Jan. 13, 2010, 1:30 a.m.","April 9, 2025, 12:30 a.m.",Yes !,secalert_us@oracle.com,,"[{""id"": ""1"", ""vendor"": ""Oracle"", ""product"": ""application_server""}]","[{""score"": ""5"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:N/AC:L/Au:N/C:N/I:P/A:N"", ""exploitability_score"": ""10"", ""impact_score"": ""2.9"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0066
CVE-2010-0067,Oracle Containers for J2EE Oracle Application Server Remote Confidentiality Vulnerability,Unspecified vulnerability in the Oracle Containers for J2EE component in Oracle Application Server 10.1.2.3 and 10.1.3.4 allows remote attackers to affect confidentiality via unknown vectors.,"Jan. 13, 2010, 1:30 a.m.","April 9, 2025, 12:30 a.m.",Yes !,secalert_us@oracle.com,,"[{""id"": ""1"", ""vendor"": ""Oracle"", ""product"": ""application_server""}]","[{""score"": ""5"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:N/AC:L/Au:N/C:P/I:N/A:N"", ""exploitability_score"": ""10"", ""impact_score"": ""2.9"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0067
CVE-2010-0068,BEA WebLogic Server SQL Injection Vulnerability,"Unspecified vulnerability in the WebLogic Server component in BEA Product Suite 9.0, 9.1, 9.2MP2, and 10.0 allows remote attackers to affect confidentiality via unknown vectors.","Jan. 13, 2010, 1:30 a.m.","April 9, 2025, 12:30 a.m.",Yes !,secalert_us@oracle.com,,"[{""id"": ""1"", ""vendor"": ""Oracle"", ""product"": ""bea_product_suite""}]","[{""score"": ""5"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:N/AC:L/Au:N/C:P/I:N/A:N"", ""exploitability_score"": ""10"", ""impact_score"": ""2.9"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0068
CVE-2010-0069,BEA WebLogic Server Remote Integrity Vulnerability,"Unspecified vulnerability in the WebLogic Server component in BEA Product Suite 7.0, SP7, 8.1SP6, 9.0, 9.1, 9.2MP3, 10.0MP1, and 10.3.0 allows remote attackers to affect integrity via unknown vectors.","Jan. 13, 2010, 1:30 a.m.","April 9, 2025, 12:30 a.m.",Yes !,secalert_us@oracle.com,,"[{""id"": ""1"", ""vendor"": ""Oracle"", ""product"": ""bea_product_suite""}]","[{""score"": ""4.3"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:N/AC:M/Au:N/C:N/I:P/A:N"", ""exploitability_score"": ""8.6"", ""impact_score"": ""2.9"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0069
CVE-2010-0070,Oracle Containers for J2EE Remote Integrity Vulnerability,Unspecified vulnerability in the Oracle Containers for J2EE component in Oracle Application Server 10.1.2.3 and 10.1.3.4 allows remote attackers to affect integrity via unknown vectors.,"Jan. 13, 2010, 1:30 a.m.","April 9, 2025, 12:30 a.m.",Yes !,secalert_us@oracle.com,,"[{""id"": ""1"", ""vendor"": ""Oracle"", ""product"": ""application_server""}]","[{""score"": ""4.3"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:N/AC:M/Au:N/C:N/I:P/A:N"", ""exploitability_score"": ""8.6"", ""impact_score"": ""2.9"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0070
CVE-2010-0071,Oracle Database Listener Unspecified Remote Vulnerability,"Unspecified vulnerability in the Listener component in Oracle Database 9.2.0.8, 9.2.0.8DV, 10.1.0.5, 10.2.0.4, and 11.1.0.7 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors.","Jan. 13, 2010, 1:30 a.m.","April 9, 2025, 12:30 a.m.",Yes !,secalert_us@oracle.com,,"[{""id"": ""1"", ""vendor"": ""Oracle"", ""product"": ""database_server""}]","[{""score"": ""10"", ""version"": ""CVSS 2.0"", ""severity"": ""HIGH"", ""vector"": ""AV:N/AC:L/Au:N/C:C/I:C/A:C"", ""exploitability_score"": ""10"", ""impact_score"": ""10"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0071
CVE-2010-0072,Oracle Secure Backup Buffer Overflow Vulnerability,"Unspecified vulnerability in the Oracle Secure Backup component in Oracle Secure Backup 10.2.0.3 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors. NOTE: the previous information was obtained from the January 2010 CPU. Oracle has not commented on claims from a reliable researcher that this is a buffer overflow in observiced.exe that allows remote attackers to execute arbitrary code via vectors related to a ""reverse lookup of connections"" to TCP port 10000.","Jan. 13, 2010, 1:30 a.m.","April 9, 2025, 12:30 a.m.",Yes !,secalert_us@oracle.com,,"[{""id"": ""1"", ""vendor"": ""Oracle"", ""product"": ""secure_backup""}]","[{""score"": ""10"", ""version"": ""CVSS 2.0"", ""severity"": ""HIGH"", ""vector"": ""AV:N/AC:L/Au:N/C:C/I:C/A:C"", ""exploitability_score"": ""10"", ""impact_score"": ""10"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0072
CVE-2010-0074,BEA WebLogic Server Remote Availability Vulnerability,"Unspecified vulnerability in the WebLogic Server component in BEA Product Suite 7.0SP7, 8.1SP6, 9.0, 9.1, 9.2MP3, 10.0MP2, and 10.3.1 allows remote attackers to affect availability via unknown vectors.","Jan. 13, 2010, 1:30 a.m.","April 9, 2025, 12:30 a.m.",Yes !,secalert_us@oracle.com,,"[{""id"": ""1"", ""vendor"": ""Oracle"", ""product"": ""bea_product_suite""}]","[{""score"": ""5"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:N/AC:L/Au:N/C:N/I:N/A:P"", ""exploitability_score"": ""10"", ""impact_score"": ""2.9"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0074
CVE-2010-0075,Oracle E-Business Suite HRMS (Self Service) Confidentiality Vulnerability,"Unspecified vulnerability in the Oracle HRMS (Self Service) component in Oracle E-Business Suite 11.5.10.2, 12.0.6, and 12.1.1 allows remote attackers to affect confidentiality via unknown vectors.","Jan. 13, 2010, 1:30 a.m.","April 9, 2025, 12:30 a.m.",Yes !,secalert_us@oracle.com,,"[{""id"": ""1"", ""vendor"": ""Oracle"", ""product"": ""e-business_suite""}]","[{""score"": ""5"", ""version"": ""CVSS 2.0"", ""severity"": ""MEDIUM"", ""vector"": ""AV:N/AC:L/Au:N/C:P/I:N/A:N"", ""exploitability_score"": ""10"", ""impact_score"": ""2.9"", ""source"": ""nvd@nist.gov""}]",https://cvefeed.io/vuln/detail/CVE-2010-0075
